"pollutant","lat","long","date","station","city","datasource","station_area","obs.period","unit","concentration"
"PM2.5",-34.0908,18.8518,"2021-01-20","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.10033344856394
"PM2.5",-34.0908,18.8518,"2021-01-21","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",3.69234054649763
"PM2.5",-34.0908,18.8518,"2021-01-22","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",7.82700368951327
"PM2.5",-34.0908,18.8518,"2021-01-23","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",8.57537798625981
"PM2.5",-34.0908,18.8518,"2021-01-24","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.78098497741793
"PM2.5",-34.0908,18.8518,"2021-01-25","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.07220422616974
"PM2.5",-34.0908,18.8518,"2021-01-26","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",4.87364905857035
"PM2.5",-34.0908,18.8518,"2021-01-27","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.95944587744537
"PM2.5",-34.0908,18.8518,"2021-01-28","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.75510246139556
"PM2.5",-34.0908,18.8518,"2021-01-29","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.23633016536465
"PM2.5",-34.0908,18.8518,"2021-01-30","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",3.43937769481831
"PM2.5",-34.0908,18.8518,"2021-01-31","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",3.22083926290823
"PM2.5",-34.0908,18.8518,"2021-02-01","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",0.667217743941882
"PM2.5",-34.0908,18.8518,"2021-02-02","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.35102026007198
"PM2.5",-34.0908,18.8518,"2021-02-03","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.56990375843824
"PM2.5",-34.0908,18.8518,"2021-02-04","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.72160749531439
"PM2.5",-34.0908,18.8518,"2021-02-05","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",6.5505977993909
"PM2.5",-34.0908,18.8518,"2021-02-06","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",3.46058806455358
"PM2.5",-34.0908,18.8518,"2021-02-07","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.20602569206017
"PM2.5",-34.0908,18.8518,"2021-02-08","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.10759441707718
"PM2.5",-34.0908,18.8518,"2021-02-09","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.99495828564794
"PM2.5",-34.0908,18.8518,"2021-02-10","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",3.36010166433538
"PM2.5",-34.0908,18.8518,"2021-02-11","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",3.88300052843258
"PM2.5",-34.0908,18.8518,"2021-02-12","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",6.72575850182172
"PM2.5",-34.0908,18.8518,"2021-02-13","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",5.61915703744247
"PM2.5",-34.0908,18.8518,"2021-02-14","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",4.02343753167508
"PM2.5",-34.0908,18.8518,"2021-02-15","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",0.856292495286748
"PM2.5",-34.0908,18.8518,"2021-02-16","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",0.278268127501844
"PM2.5",-34.0908,18.8518,"2021-02-17","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",3.25686294066371
"PM2.5",-34.0908,18.8518,"2021-02-18","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.38427926806078
"PM2.5",-34.0908,18.8518,"2021-02-19","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.35002069131379
"PM2.5",-34.0908,18.8518,"2021-02-20","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",0.531724971495087
"PM2.5",-34.0908,18.8518,"2021-02-21","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.46225607512964
"PM2.5",-34.0908,18.8518,"2021-02-22","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",3.54550239302346
"PM2.5",-34.0908,18.8518,"2021-02-23","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",12.0344644308437
"PM2.5",-34.0908,18.8518,"2021-02-24","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",9.79902900197165
"PM2.5",-34.0908,18.8518,"2021-02-25","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",0.360096172914764
"PM2.5",-34.0908,18.8518,"2021-02-26","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",0.568432477484201
"PM2.5",-34.0908,18.8518,"2021-02-27","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",0.913835734880275
"PM2.5",-34.0908,18.8518,"2021-02-28","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",11.0300198655523
"PM2.5",-34.0908,18.8518,"2021-03-01","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",12.5800725232622
"PM2.5",-34.0908,18.8518,"2021-03-02","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",7.60792295065799
"PM2.5",-34.0908,18.8518,"2021-03-03","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",5.48560233706001
"PM2.5",-34.0908,18.8518,"2021-03-04","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.85315917798676
"PM2.5",-34.0908,18.8518,"2021-03-05","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.1634599685648
"PM2.5",-34.0908,18.8518,"2021-03-06","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",4.50944769338415
"PM2.5",-34.0908,18.8518,"2021-03-07","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",3.52622840941706
"PM2.5",-34.0908,18.8518,"2021-03-08","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",4.32215105350163
"PM2.5",-34.0908,18.8518,"2021-03-09","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.65731002081377
"PM2.5",-34.0908,18.8518,"2021-03-11","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.83326213696903
"PM2.5",-34.0908,18.8518,"2021-03-12","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",6.25907582308395
"PM2.5",-34.0908,18.8518,"2021-03-13","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",4.77942849801866
"PM2.5",-34.0908,18.8518,"2021-03-14","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.74344300973611
"PM2.5",-34.0908,18.8518,"2021-03-15","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.51061966695788
"PM2.5",-34.0908,18.8518,"2021-03-16","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",0.763656859601304
"PM2.5",-34.0908,18.8518,"2021-03-17","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.92165522855178
"PM2.5",-34.0908,18.8518,"2021-03-18","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",5.28287206453343
"PM2.5",-34.0908,18.8518,"2021-03-19","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",0.885181183781096
"PM2.5",-34.0908,18.8518,"2021-03-20","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.25517285647286
"PM2.5",-34.0908,18.8518,"2021-03-21","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.0996752417442
"PM2.5",-34.0908,18.8518,"2021-03-22","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.01337733346246
"PM2.5",-34.0908,18.8518,"2021-03-23","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",1.60823294875206
"PM2.5",-34.0908,18.8518,"2021-03-24","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",6.41902526911148
"PM2.5",-34.0908,18.8518,"2021-03-25","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",7.97928068419448
"PM2.5",-34.0908,18.8518,"2021-03-26","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",6.91422327131858
"PM2.5",-34.0908,18.8518,"2021-03-27","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",2.66142015352762
"PM2.5",-34.0908,18.8518,"2021-03-28","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",3.95684820288269
"PM2.5",-34.0908,18.8518,"2021-03-29","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",5.1736850338359
"PM2.5",-34.0908,18.8518,"2021-03-30","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",9.14585470969139
"PM2.5",-34.0908,18.8518,"2021-03-31","Somerset West-PA","Cape Town","PurpleAir",NA,"2021-01-19 ~ 2021-03-31","ug/m3",3.41188332421091
"PM2.5",-33.9424,18.4634,"2021-01-20","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.92700398930571
"PM2.5",-33.9424,18.4634,"2021-01-21","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.55008351633579
"PM2.5",-33.9424,18.4634,"2021-01-22","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",3.47900564186771
"PM2.5",-33.9424,18.4634,"2021-01-23","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",4.23353786573071
"PM2.5",-33.9424,18.4634,"2021-01-24","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.41065827040853
"PM2.5",-33.9424,18.4634,"2021-01-25","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.1032425892317
"PM2.5",-33.9424,18.4634,"2021-01-26","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.11692949111546
"PM2.5",-33.9424,18.4634,"2021-01-27","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.80463720480243
"PM2.5",-33.9424,18.4634,"2021-01-28","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.21579105810503
"PM2.5",-33.9424,18.4634,"2021-01-29","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.15104010025063
"PM2.5",-33.9424,18.4634,"2021-01-30","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",3.79186928581565
"PM2.5",-33.9424,18.4634,"2021-01-31","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",3.11747433718396
"PM2.5",-33.9424,18.4634,"2021-02-01","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.54173494080028
"PM2.5",-33.9424,18.4634,"2021-02-02","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",3.33653184685853
"PM2.5",-33.9424,18.4634,"2021-02-03","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.74471091521908
"PM2.5",-33.9424,18.4634,"2021-02-04","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.41678405149114
"PM2.5",-33.9424,18.4634,"2021-02-05","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.25384830084459
"PM2.5",-33.9424,18.4634,"2021-02-06","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.0542827562874
"PM2.5",-33.9424,18.4634,"2021-02-07","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.91490376279524
"PM2.5",-33.9424,18.4634,"2021-02-08","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.58130806132815
"PM2.5",-33.9424,18.4634,"2021-02-09","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.72842005732241
"PM2.5",-33.9424,18.4634,"2021-02-10","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.02304276485765
"PM2.5",-33.9424,18.4634,"2021-02-11","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.52687302547557
"PM2.5",-33.9424,18.4634,"2021-02-12","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",3.16916212946158
"PM2.5",-33.9424,18.4634,"2021-02-13","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.72453977898269
"PM2.5",-33.9424,18.4634,"2021-02-14","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",3.23481802392522
"PM2.5",-33.9424,18.4634,"2021-02-15","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.12893331152625
"PM2.5",-33.9424,18.4634,"2021-02-16","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.29260258234264
"PM2.5",-33.9424,18.4634,"2021-02-17","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.62454815508677
"PM2.5",-33.9424,18.4634,"2021-02-18","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.16259482286237
"PM2.5",-33.9424,18.4634,"2021-02-19","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.28942998415129
"PM2.5",-33.9424,18.4634,"2021-02-20","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.48353210612739
"PM2.5",-33.9424,18.4634,"2021-02-21","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.76480179778474
"PM2.5",-33.9424,18.4634,"2021-02-22","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.43287653903711
"PM2.5",-33.9424,18.4634,"2021-02-23","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.36980842911877
"PM2.5",-33.9424,18.4634,"2021-02-24","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.07279903606895
"PM2.5",-33.9424,18.4634,"2021-02-25","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.04237295262143
"PM2.5",-33.9424,18.4634,"2021-02-26","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.77637153227897
"PM2.5",-33.9424,18.4634,"2021-02-27","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.05495721952981
"PM2.5",-33.9424,18.4634,"2021-02-28","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.66857791029297
"PM2.5",-33.9424,18.4634,"2021-03-01","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",6.11520722328564
"PM2.5",-33.9424,18.4634,"2021-03-02","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",5.07848469907454
"PM2.5",-33.9424,18.4634,"2021-03-03","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",5.37937933915248
"PM2.5",-33.9424,18.4634,"2021-03-04","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.81625812725174
"PM2.5",-33.9424,18.4634,"2021-03-05","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.87957940829084
"PM2.5",-33.9424,18.4634,"2021-03-06","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",6.26115141966321
"PM2.5",-33.9424,18.4634,"2021-03-07","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",3.9687538310161
"PM2.5",-33.9424,18.4634,"2021-03-08","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.22124492265146
"PM2.5",-33.9424,18.4634,"2021-03-09","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",3.05176697217395
"PM2.5",-33.9424,18.4634,"2021-03-10","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",3.65
"PM2.5",-33.9424,18.4634,"2021-03-11","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.79159733625251
"PM2.5",-33.9424,18.4634,"2021-03-12","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",5.66830434175625
"PM2.5",-33.9424,18.4634,"2021-03-13","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",3.53125505334217
"PM2.5",-33.9424,18.4634,"2021-03-14","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",2.00856260552214
"PM2.5",-33.9424,18.4634,"2021-03-15","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.29381282339234
"PM2.5",-33.9424,18.4634,"2021-03-16","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.13464271753655
"PM2.5",-33.9424,18.4634,"2021-03-17","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.63147408751764
"PM2.5",-33.9424,18.4634,"2021-03-18","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",5.07966605562449
"PM2.5",-33.9424,18.4634,"2021-03-19","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.37188781340324
"PM2.5",-33.9424,18.4634,"2021-03-20","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.17540498004352
"PM2.5",-33.9424,18.4634,"2021-03-21","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.45326484058039
"PM2.5",-33.9424,18.4634,"2021-03-22","Hospital Bend Cape Town","Cape Town","PurpleAir","Traffic/Hospital","2021-01-19 ~ 2021-03-31","ug/m3",1.31209446028865
